px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
7.27464	-13.2454	-2.66375	-0.234143	-1.33228	7.19781	-13.1973	7.2	-13.2	-2.72698	0.908995	1.9033
7.11889	-13.2007	-2.68214	-0.312359	-1.33469	7.04935	-13.1606	7.05	-13.15	-2.72695	0.908987	0.342431
6.9844	-13.1549	-2.65581	-0.375292	-1.31506	6.79473	-13.0433	6.85	-13.15	-3.63709	0	1.02053
6.80855	-13.1167	-2.71688	-0.431853	-1.29295	6.65123	-13.1604	6.65	-13.15	-3.63709	0	1.51898
6.68102	-13.0595	-2.73181	-0.49527	-1.2933	6.54114	-13.2079	6.5	-13.1	-3.0006	1.00018	0.290542
6.51848	-13.0099	-2.7917	-0.540462	-1.2679	6.35317	-13.0396	6.35	-13.05	-3.0006	1.00019	1.60761
6.43193	-13.0007	-2.57008	-0.532067	-1.14457	6.27012	-13.1139	6.25	-13.05	-1.81729	0	24.1781
6.27039	-12.9577	-2.61809	-0.563456	-1.10931	6.14459	-13.0471	6.15	-13.05	-1.81729	0	1.42264
6.13837	-12.8653	-2.67078	-0.636291	-1.12999	5.99498	-12.9442	6	-12.95	-2.72861	1.81906	1.22538
5.98373	-12.7967	-2.71262	-0.672188	-1.10101	5.86379	-12.8408	5.85	-12.85	-2.72861	1.81907	0.979524
5.88131	-12.7298	-2.67308	-0.709267	-1.07552	5.73761	-12.8672	5.7	-12.8	-2.99988	0.999964	1.119
5.72314	-12.6746	-2.72761	-0.720444	-1.02987	5.55118	-12.7486	5.55	-12.75	-2.99985	0.999954	2.12355
5.62996	-12.6221	-2.6272	-0.73739	-0.977739	5.45236	-12.7392	5.45	-12.7	-2.00001	1	5.5282
5.4866	-12.5631	-2.6644	-0.748043	-0.937936	5.35556	-12.6423	5.35	-12.65	-1.99998	0.999994	1.43462
5.38474	-12.4709	-2.67857	-0.793302	-0.937871	5.26451	-12.5511	5.25	-12.55	-1.99732	1.99733	0.191149
5.25246	-12.3941	-2.70927	-0.810493	-0.906858	5.13769	-12.4355	5.15	-12.45	-1.9973	1.9973	0.906954
5.15181	-12.3019	-2.6868	-0.848292	-0.893151	5.1317	-12.5744	5.05	-12.35	-1.8206	1.82059	0.927282
5.02577	-12.2063	-2.70651	-0.873136	-0.868287	4.94432	-12.2438	4.95	-12.25	-1.82058	1.82058	0.499429
4.92387	-12.0654	-2.83985	-0.938562	-0.906419	4.89215	-12.1623	4.85	-12.1	-1.9998	2.99969	7.95916
4.81898	-11.9565	-2.85693	-0.968014	-0.889766	4.75047	-11.9578	4.75	-11.95	-1.9998	2.9997	0.281446
4.74683	-11.854	-2.79056	-1.00316	-0.873717	4.6421	-11.7788	4.7	-11.85	-1.00002	2.00003	2.34797
4.66465	-11.7401	-2.79497	-1.03909	-0.865749	4.63967	-11.7513	4.65	-11.75	-1.00001	2.00002	0.0467647
4.58309	-11.601	-2.87191	-1.08579	-0.873865	4.58347	-11.632	4.6	-11.6	-0.998955	2.99688	2.49858
4.53217	-11.4674	-2.86657	-1.13951	-0.884218	4.56619	-11.4576	4.55	-11.45	-0.99896	2.99689	0.0779809
4.46448	-11.3202	-2.92547	-1.18424	-0.88578	4.46846	-11.2092	4.5	-11.3	-1.00106	3.00319	1.37478
4.42752	-11.1743	-2.92504	-1.24144	-0.898993	4.46017	-11.1425	4.45	-11.15	-1.00106	3.00319	0.12809
4.42541	-11.0506	-2.76454	-1.31388	-0.925478	4.43672	-11.0976	4.45	-11.05	0	1.8168	10.0522
4.40061	-10.9086	-2.75279	-1.36936	-0.930851	4.43803	-10.9525	4.45	-10.95	0	1.81679	0.17551
4.37427	-10.7687	-2.76735	-1.41515	-0.929214	4.40556	-10.7068	4.45	-10.8	0	3.00139	0.114524
4.38068	-10.6317	-2.7573	-1.47807	-0.946758	4.45507	-10.6618	4.45	-10.65	0	3.00138	0.366997
4.42878	-10.5145	-2.63116	-1.57483	-1.0112	4.44716	-10.5583	4.45	-10.55	0	2.00041	7.9722
4.43491	-10.3918	-2.62043	-1.62504	-1.01153	4.45187	-10.4417	4.45	-10.45	0	2.00038	0.143615
4.44957	-10.2604	-2.61707	-1.68	-1.0169	4.45602	-10.2142	4.5	-10.3	0.999584	2.99875	0.0470899
4.48822	-10.1281	-2.61882	-1.74624	-1.03253	4.55349	-10.1343	4.55	-10.15	0.999574	2.99871	0.251222
4.4905	-9.98096	-2.6574	-1.77204	-0.989995	4.56608	-10.005	4.55	-10	0	2.72717	1.65479
4.53219	-9.8381	-2.65933	-1.83267	-0.996166	4.55922	-9.84124	4.55	-9.85	0	2.72714	0.0430498
4.58715	-9.69898	-2.6519	-1.90152	-1.01434	4.62339	-9.6559	4.65	-9.7	1.8193	2.72895	0.208631
4.66437	-9.55519	-2.66885	-1.97573	-1.03189	4.7439	-9.53522	4.75	-9.55	1.81929	2.72894	0.397759
4.66839	-9.41438	-2.71306	-1.96319	-0.942109	4.74852	-9.27389	4.8	-9.4	1.00006	3.00019	4.76344
4.75193	-9.27944	-2.73972	-2.02913	-0.959107	4.8446	-9.24095	4.85	-9.25	1.00005	3.00015	0.585031
4.87319	-9.17371	-2.71971	-2.14364	-1.04965	4.98605	-9.20516	4.95	-9.15	2.00004	2.00005	4.13393
4.96632	-9.05503	-2.73772	-2.20596	-1.05814	5.02283	-9.03066	5.05	-9.05	2.00004	2.00004	0.217008
4.97765	-8.92719	-2.73769	-2.16519	-0.923262	5.12819	-8.95913	5.1	-8.9	0.999704	2.99911	9.2029
5.07591	-8.80043	-2.77026	-2.21979	-0.929153	5.14109	-8.73073	5.15	-8.75	0.999689	2.99907	0.507536
5.20006	-8.69436	-2.77095	-2.30386	-0.974048	5.33883	-8.81618	5.25	-8.65	1.81848	1.81849	1.23786
5.31718	-8.58025	-2.78573	-2.3633	-0.978657	5.36408	-8.56805	5.35	-8.55	1.81846	1.81846	0.132059
5.34812	-8.45194	-2.76501	-2.32	-0.842846	5.38848	-8.31037	5.45	-8.4	2.00068	3.00103	9.15561
5.46448	-8.3341	-2.80516	-2.36654	-0.844208	5.53874	-8.25196	5.55	-8.25	2.00066	3.00099	0.680556
5.57124	-8.23113	-2.81759	-2.41096	-0.848171	5.56632	-8.04704	5.65	-8.15	1.99952	1.99953	0.421379
5.69254	-8.12318	-2.84987	-2.45442	-0.846999	5.7459	-8.05196	5.75	-8.05	1.9995	1.9995	0.438076
5.75047	-8.00354	-2.81962	-2.42248	-0.733041	5.78426	-7.91676	5.8	-7.95	0.999944	1.99989	7.06708
5.85728	-7.90751	-2.82432	-2.45675	-0.730564	5.84978	-7.88144	5.85	-7.85	0.999939	1.99988	0.0390867
5.94312	-7.80062	-2.81308	-2.45694	-0.674822	5.92249	-7.69769	5.95	-7.75	1.99772	1.99772	1.8323
6.05271	-7.7021	-2.82371	-2.4857	-0.669613	6.04031	-7.64732	6.05	-7.65	1.99771	1.9977	0.168545
6.15535	-7.59344	-2.80941	-2.49012	-0.618603	6.16773	-7.55437	6.15	-7.55	1.8199	1.8199	1.51916
6.27336	-7.49398	-2.81033	-2.51833	-0.613236	6.23866	-7.45306	6.25	-7.45	1.8199	1.81991	0.152128
6.39662	-7.41093	-2.82684	-2.56065	-0.636318	6.25322	-7.17734	6.4	-7.35	2.99605	1.99736	1.36598
6.52491	-7.31815	-2.85274	-2.58782	-0.630619	6.55461	-7.24907	6.55	-7.25	2.99605	1.99736	0.31556
6.66104	-7.23829	-2.85513	-2.62383	-0.632809	6.67172	-7.23041	6.65	-7.2	1.8206	0.910303	0.00543847
6.78947	-7.1631	-2.84464	-2.6558	-0.630811	6.74664	-7.15616	6.75	-7.15	1.8206	0.910298	0.100736
6.86316	-7.06353	-2.77652	-2.61711	-0.518234	6.79888	-6.99594	6.85	-7.05	1.99848	1.99848	8.08892
6.97974	-6.98955	-2.7763	-2.63883	-0.514362	6.95342	-6.96092	6.95	-6.95	1.99846	1.99846	0.079997
7.11368	-6.91629	-2.77416	-2.66319	-0.506855	7.17955	-6.9446	7.1	-6.85	2.72688	1.81792	0.105345
7.25309	-6.82317	-2.79747	-2.67911	-0.494391	7.24929	-6.7261	7.25	-6.75	2.72688	1.81792	0.525903
7.34453	-6.71819	-2.72674	-2.63428	-0.375997	7.42782	-6.72337	7.35	-6.65	1.81821	1.81821	9.50782
7.47665	-6.62643	-2.7428	-2.6443	-0.365151	7.46332	-6.54842	7.45	-6.55	1.81821	1.81821	0.34843
7.59521	-6.54349	-2.72389	-2.64384	-0.332798	7.54452	-6.5069	7.55	-6.5	1.81726	0.908632	0.687007
7.71479	-6.47346	-2.7085	-2.65936	-0.330836	7.65373	-6.46481	7.65	-6.45	1.81726	0.908632	0.20289
7.86353	-6.42159	-2.73223	-2.704	-0.373195	7.8635	-6.45394	7.8	-6.4	2.72951	0.909839	1.165
7.99023	-6.35783	-2.72152	-2.72147	-0.370761	7.94162	-6.34466	7.95	-6.35	2.72948	0.909826	0.134526
8.06595	-6.26465	-2.64567	-2.67462	-0.2684	7.89525	-6.11857	8.05	-6.25	2.00047	2.00048	7.61772
8.17573	-6.19412	-2.64377	-2.67959	-0.260518	8.12355	-6.14389	8.15	-6.15	2.00048	2.00048	0.279087
8.29837	-6.11878	-2.63315	-2.67812	-0.236161	8.31423	-6.05705	8.3	-6.05	2.72702	1.81801	0.411101
8.43473	-6.03558	-2.65477	-2.68142	-0.226141	8.45315	-5.97158	8.45	-5.95	2.727	1.818	0.257464
8.53883	-5.96121	-2.63201	-2.66747	-0.186788	8.53167	-5.90349	8.55	-5.9	2.00127	1.00064	1.06177
8.6555	-5.88707	-2.64186	-2.66821	-0.178306	8.64207	-5.83392	8.65	-5.85	2.00128	1.00064	0.168372
8.7856	-5.83307	-2.6616	-2.69002	-0.198542	8.88764	-5.82241	8.8	-5.75	2.99963	1.99976	0.428171
8.91508	-5.74565	-2.69427	-2.68436	-0.182709	8.94256	-5.64534	8.95	-5.65	2.99961	1.99974	0.62605
9.01551	-5.66006	-2.65474	-2.64829	-0.109885	9.21669	-5.64514	9.05	-5.55	1.99699	1.997	4.47628
9.1398	-5.5645	-2.68673	-2.63579	-0.0918437	9.15342	-5.45253	9.15	-5.45	1.997	1.99701	0.733791
9.23893	-5.45782	-2.64556	-2.58863	-0.0133292	9.16723	-5.29709	9.25	-5.35	1.8166	1.81659	4.21755
9.36412	-5.34833	-2.67146	-2.57008	0.00559107	9.34852	-5.23619	9.35	-5.25	1.8166	1.81659	0.733509
9.46193	-5.23844	-2.64167	-2.52533	0.0716993	9.39027	-5.1041	9.45	-5.15	1.8222	1.82219	2.79104
9.57628	-5.13026	-2.65617	-2.50638	0.086131	9.54207	-5.04728	9.55	-5.05	1.82219	1.82219	0.45257
9.68931	-5.05818	-2.66605	-2.51584	0.0636535	9.62802	-5.02338	9.65	-5	1.99604	0.998028	0.424384
9.79047	-4.97235	-2.66442	-2.50662	0.0692951	9.75	-4.94288	9.75	-4.95	1.99605	0.998028	0.133224
9.88201	-4.86263	-2.62991	-2.46089	0.134477	9.88102	-4.86216	9.85	-4.85	1.81895	1.81894	2.86317
9.98609	-4.77025	-2.62225	-2.45074	0.13705	9.94502	-4.76247	9.95	-4.75	1.81894	1.81894	0.09196
10.0685	-4.65205	-2.59007	-2.39656	0.20892	10.0747	-4.62454	10.05	-4.6	1.81966	2.72951	3.30642
10.1688	-4.5315	-2.60713	-2.37108	0.222042	10.1384	-4.4533	10.15	-4.45	1.81965	2.72948	0.399367
10.2607	-4.42017	-2.60179	-2.34407	0.242485	10.1743	-4.32841	10.25	-4.35	1.81908	1.81907	0.35949
10.3589	-4.30368	-2.61381	-2.32332	0.249347	10.3492	-4.25956	10.35	-4.25	1.81908	1.81907	0.1176
10.4458	-4.20026	-2.61537	-2.30079	0.265234	10.56	-4.15868	10.45	-4.1	2.00061	3.0009	0.310419
10.5381	-4.06885	-2.65449	-2.27264	0.278723	10.5557	-3.96034	10.55	-3.95	2.0006	3.0009	0.703473
10.6505	-3.9794	-2.68163	-2.29407	0.223481	10.7738	-3.89129	10.65	-3.85	1.99963	1.99964	2.06249
10.7405	-3.84848	-2.71437	-2.26901	0.236021	10.7394	-3.74821	10.75	-3.75	1.99962	1.99962	0.580481
10.7713	-3.70149	-2.67486	-2.17065	0.368934	10.7674	-3.58281	10.8	-3.6	0.999844	2.99952	10.4819
10.8496	-3.55477	-2.717	-2.13711	0.382483	10.8596	-3.4348	10.85	-3.45	0.999834	2.99949	0.836457
10.9562	-3.4604	-2.73695	-2.17131	0.298086	10.9601	-3.36033	10.95	-3.35	2.00065	2.00064	4.32146
11.0363	-3.32528	-2.76467	-2.14844	0.30504	11.0504	-3.25128	11.05	-3.25	2.00064	2.00064	0.326381
11.0689	-3.18015	-2.74579	-2.07168	0.399091	11.0282	-3.07488	11.1	-3.1	0.998546	2.99563	5.17099
11.1381	-3.033	-2.77983	-2.04296	0.406663	11.1569	-2.944	11.15	-2.95	0.998526	2.9956	0.474531
11.1386	-2.85221	-2.76377	-1.92042	0.562114	11.1386	-2.78926	11.15	-2.8	0	2.73104	13.5338
11.1811	-2.69608	-2.7744	-1.88146	0.569365	11.141	-2.65084	11.15	-2.65	0	2.73102	0.201082
11.1885	-2.52941	-2.77592	-1.79929	0.647705	11.1042	-2.54354	11.15	-2.55	0	1.81785	3.23903
11.2087	-2.39834	-2.74532	-1.76347	0.648948	11.1497	-2.45904	11.15	-2.45	0	1.81785	0.397695
11.3022	-2.30403	-2.71915	-1.83581	0.482066	11.1658	-2.25651	11.25	-2.25	1.99733	3.99465	16.0421
11.3404	-2.14581	-2.75685	-1.80694	0.484865	11.3591	-2.05184	11.35	-2.05	1.99733	3.99465	0.522584
11.3519	-1.98811	-2.75888	-1.75207	0.528076	11.3117	-1.92025	11.35	-1.95	0	1.81854	1.05242
11.3726	-1.84496	-2.7482	-1.72204	0.529364	11.3504	-1.8663	11.35	-1.85	0	1.81853	0.0524055
11.3872	-1.69361	-2.74894	-1.68426	0.543657	11.4185	-1.70062	11.35	-1.7	0	2.72762	0.134462
11.3947	-1.54101	-2.74927	-1.64987	0.547774	11.3568	-1.53205	11.35	-1.55	0	2.72762	0.0805786
11.3335	-1.37363	-2.75951	-1.53204	0.685864	11.2541	-1.38373	11.3	-1.4	-0.908846	2.72653	10.2035
11.3112	-1.22706	-2.7487	-1.48727	0.692715	11.2429	-1.24238	11.25	-1.25	-0.908846	2.72653	0.261971
11.2112	-1.05571	-2.793	-1.34558	0.855751	11.0754	-1.08747	11.15	-1.1	-1.82014	2.73021	14.3239
11.1538	-0.912048	-2.78287	-1.2874	0.866491	11.0544	-0.927069	11.05	-0.949999	-1.82013	2.73021	0.539274
11.0823	-0.773303	-2.80594	-1.21133	0.916266	10.9247	-0.791254	11	-0.799999	-1.00036	3.00107	1.57802
11.0161	-0.643208	-2.80583	-1.15735	0.923763	10.9434	-0.640459	10.95	-0.65	-1.00035	3.00104	0.280277
10.8962	-0.502696	-2.87585	-1.04146	1.0326	10.7146	-0.485949	10.85	-0.5	-2.00003	3.00006	7.70965
10.809	-0.377369	-2.88205	-0.983502	1.03794	10.7471	-0.362528	10.75	-0.35	-2.00002	3.00003	0.214195
10.7145	-0.250749	-2.88129	-0.922942	1.04302	10.6895	-0.304531	10.65	-0.3	-1.81779	0.908892	0.0470158
10.603	-0.158343	-2.84228	-0.851711	1.05958	10.547	-0.266677	10.55	-0.25	-1.81778	0.908893	0.841384
10.4566	-0.0526295	-2.93409	-0.740425	1.15417	10.5032	-0.154501	10.4	-0.15	-3.00061	2.00041	8.0599
10.3294	0.0219588	-2.9141	-0.667261	1.17087	10.2485	-0.0475524	10.25	-0.0499992	-3.0006	2.00041	0.629493
10.2312	0.0939884	-2.84551	-0.625561	1.14001	10.1407	-0.0721585	10.15	-0.0499992	-1.99645	0	2.30104
10.0975	0.122677	-2.79327	-0.539567	1.17356	10.0313	-0.0518611	10.05	-0.0499992	-1.99644	0	1.99469
9.95954	0.187236	-2.80221	-0.46458	1.19082	10.0898	-0.00166396	9.9	9.49949e-07	-2.73175	0.910584	0.909974
9.80569	0.202827	-2.76145	-0.36825	1.22587	9.74695	0.0464954	9.75	0.0500011	-2.73174	0.910584	1.61636
9.65006	0.242716	-2.82028	-0.286371	1.25546	9.50401	0.0833188	9.6	0.100001	-2.99544	0.998471	2.23754
9.50358	0.247117	-2.80164	-0.20135	1.27989	9.45825	0.149456	9.45	0.15	-2.99545	0.998471	0.671304
9.38189	0.243438	-2.65491	-0.130262	1.27028	9.22819	0.16178	9.35	0.15	-1.81963	0	7.66621
9.23648	0.228834	-2.63588	-0.0415317	1.29185	9.24456	0.139817	9.25	0.15	-1.81962	0	0.467835
9.09102	0.238394	-2.69227	0.0213179	1.29155	9.0729	0.205961	9.1	0.2	-3.00059	1.0002	1.08713
8.95807	0.236085	-2.6933	0.0821902	1.28758	8.96281	0.250937	8.95	0.25	-3.0006	1.0002	0.0142101
8.81668	0.232122	-2.73095	0.138497	1.27889	8.84168	0.257617	8.8	0.25	-2.99995	0	0.542318
8.67918	0.217612	-2.73714	0.196521	1.27198	8.65606	0.24536	8.65	0.25	-2.99994	0	0.0719828
8.53542	0.19916	-2.76939	0.249908	1.25941	8.43549	0.247188	8.5	0.25	-2.99323	0	0.47461
8.39473	0.182233	-2.77964	0.296972	1.24125	8.34184	0.250769	8.35	0.25	-2.9932	0	0.416992
8.2521	0.143308	-2.77622	0.357071	1.23291	8.27073	0.243988	8.2	0.25	-2.73233	0	0.186248
8.10182	0.128749	-2.78002	0.391141	1.19658	8.03847	0.260731	8.05	0.25	-2.73234	0	1.23488
7.96165	0.102312	-2.81864	0.420402	1.15955	7.98053	0.204587	7.9	0.2	-3.00234	-1.00078	1.34444
7.82105	0.0674893	-2.82638	0.457244	1.13641	7.73327	0.149199	7.75	0.15	-3.00231	-1.00077	0.789842
7.66055	0.0484707	-2.9008	0.460879	1.06836	7.46173	0.143776	7.6	0.15	-2.99599	0	4.59464
7.52152	0.0209648	-2.89307	0.483247	1.03575	7.45455	0.149294	7.45	0.15	-2.99596	0	1.19517
7.41295	-0.069917	-2.81216	0.570076	1.08132	7.37986	0.0951006	7.35	0.100001	-1.81801	-0.908998	4.6732
7.28231	-0.10609	-2.7827	0.593179	1.04451	7.26713	0.055036	7.25	0.0500011	-1.81801	-0.908998	1.53182
7.13623	-0.145871	-2.81607	0.595557	0.972204	7.32548	-0.0461763	7.1	-0.0499995	-2.72495	-1.81664	4.08145
6.99863	-0.211683	-2.81083	0.629755	0.952224	6.93127	-0.133333	6.95	-0.15	-2.72492	-1.81662	0.595703
6.94362	-0.35913	-2.69819	0.769305	1.07833	7.09668	-0.264116	6.9	-0.25	-0.910634	-1.82126	13.5956
6.84129	-0.437408	-2.67285	0.81126	1.0616	6.84796	-0.34284	6.85	-0.35	-0.910622	-1.82124	0.516245
6.68034	-0.446177	-2.73325	0.736356	0.878619	6.64638	-0.45061	6.7	-0.45	-2.99641	-1.99759	18.6315
6.57627	-0.539421	-2.73763	0.778196	0.876256	6.54772	-0.536719	6.55	-0.549999	-2.99637	-1.99757	0.0430211
6.51507	-0.696595	-2.70107	0.899371	0.981801	6.50462	-0.718	6.5	-0.7	-0.909955	-2.72986	6.6421
6.43054	-0.822596	-2.7051	0.959095	0.987494	6.45451	-0.851695	6.45	-0.85	-0.909955	-2.72986	0.0775064
6.38908	-0.977942	-2.70372	1.0702	1.07741	6.42547	-0.999512	6.4	-1	-0.999224	-2.99766	3.78823
6.33174	-1.11028	-2.71462	1.13177	1.08446	6.3554	-1.1624	6.35	-1.15	-0.99921	-2.99763	0.178061
6.26563	-1.25147	-2.72591	1.18943	1.0809	6.14523	-1.27904	6.3	-1.3	-0.908722	-2.72618	0.23241
6.2164	-1.40307	-2.73851	1.25441	1.08546	6.2299	-1.45381	6.25	-1.45	-0.908718	-2.72616	0.148707
6.25292	-1.63047	-2.80725	1.44982	1.29017	6.37158	-1.60661	6.3	-1.6	0.910485	-2.73144	19.5182
6.25708	-1.77764	-2.78789	1.52798	1.2988	6.34473	-1.75136	6.35	-1.75	0.910481	-2.73144	0.446605
6.26091	-1.91361	-2.78067	1.59566	1.30273	6.34	-1.88987	6.35	-1.9	0	-2.99515	0.115453
6.28375	-2.04932	-2.76919	1.66888	1.31154	6.35828	-2.03886	6.35	-2.05	0	-2.99515	0.302413
6.29506	-2.18326	-2.72671	1.71898	1.27453	6.45002	-2.23466	6.35	-2.2	0	-2.72856	1.5179
6.32523	-2.33174	-2.72784	1.79092	1.27619	6.34057	-2.34076	6.35	-2.35	0	-2.72854	0.016631
6.37859	-2.49089	-2.76326	1.87969	1.30325	6.4979	-2.56206	6.4	-2.5	0.908227	-2.7247	0.821219
6.43348	-2.63599	-2.76613	1.9536	1.30499	6.45265	-2.65056	6.45	-2.65	0.908223	-2.72467	0.0302904
6.44517	-2.73382	-2.60468	1.96239	1.20216	6.46538	-2.81029	6.45	-2.8	0	-2.72732	13.3314
6.49338	-2.87811	-2.62429	2.0192	1.19045	6.45762	-2.94003	6.45	-2.95	0	-2.7273	0.282577
6.55304	-3.02432	-2.66684	2.08116	1.19076	6.36717	-3.08903	6.5	-3.15	0.909078	-3.6363	1.03811
6.60629	-3.18569	-2.71206	2.12276	1.16137	6.54349	-3.33906	6.55	-3.35	0.90907	-3.63626	1.52851
6.6663	-3.31883	-2.68731	2.16271	1.12641	6.6454	-3.53435	6.6	-3.5	0.910038	-2.7301	1.87791
6.72463	-3.48514	-2.7386	2.19139	1.08699	6.65608	-3.67065	6.65	-3.65	0.910033	-2.7301	2.20652
6.78435	-3.6109	-2.68603	2.22059	1.04312	6.70981	-3.81998	6.7	-3.8	0.908095	-2.7243	3.06672
6.84077	-3.77711	-2.73178	2.23553	0.995061	6.74422	-3.95901	6.75	-3.95	0.908091	-2.72428	2.45442
6.89336	-3.89303	-2.64508	2.25359	0.943793	6.72525	-4.05329	6.8	-4.1	0.910949	-2.73284	4.90544
6.94606	-4.0614	-2.68881	2.25516	0.888372	6.83817	-4.25449	6.85	-4.25	0.910945	-2.73284	2.87434
6.98492	-4.15809	-2.56824	2.26096	0.832396	6.86491	-4.32753	6.9	-4.35	0.999834	-1.99968	7.75382
7.03561	-4.3017	-2.59877	2.26185	0.788211	6.94879	-4.45387	6.95	-4.45	0.999829	-1.99966	1.80535
7.12781	-4.43066	-2.68894	2.29856	0.793472	6.99339	-4.57763	7.05	-4.6	1.99653	-2.99479	3.44683
7.19243	-4.58188	-2.72663	2.29735	0.748773	7.14339	-4.76622	7.15	-4.75	1.99653	-2.99479	2.10695
7.25095	-4.68001	-2.64692	2.30982	0.714727	7.11889	-4.79341	7.2	-4.85	1.00098	-2.00196	3.56022
7.31656	-4.81608	-2.6699	2.3113	0.678046	7.25883	-4.94719	7.25	-4.95	1.00097	-2.00194	1.21013
7.39256	-4.92898	-2.62464	2.3277	0.651829	7.28536	-5.09276	7.3	-5.1	0.90969	-2.72906	1.73987
7.45083	-5.08768	-2.64743	2.31126	0.596777	7.33925	-5.24908	7.35	-5.25	0.909677	-2.72904	2.32172
7.55841	-5.21767	-2.7763	2.34152	0.606973	7.33914	-5.30864	7.45	-5.4	1.99976	-2.99964	7.61948
7.62153	-5.37363	-2.80478	2.32241	0.554758	7.5499	-5.55354	7.55	-5.55	1.99976	-2.99964	2.2419
7.68215	-5.47291	-2.70954	2.32502	0.521379	7.59167	-5.64447	7.6	-5.65	1.00038	-2.00076	4.90363
7.74028	-5.61404	-2.72256	2.3088	0.477274	7.64483	-5.73357	7.65	-5.75	1.00037	-2.00074	1.42404
7.8413	-5.74121	-2.77028	2.32809	0.47336	7.6402	-5.81769	7.75	-5.9	1.81659	-2.7249	1.58087
7.91315	-5.90249	-2.79143	2.30855	0.425842	7.84396	-6.051	7.85	-6.05	1.81659	-2.7249	1.64159
7.97331	-6.00493	-2.65662	2.30569	0.389926	7.91394	-6.15143	7.9	-6.15	0.909251	-1.81851	8.16279
8.03691	-6.15425	-2.66742	2.28638	0.347924	7.95018	-6.25957	7.95	-6.25	0.909247	-1.81849	1.16075
8.13171	-6.27262	-2.67797	2.30013	0.342733	8.10134	-6.38026	8.05	-6.35	1.81576	-1.81577	0.15974
8.21033	-6.40417	-2.68285	2.29637	0.319572	8.15891	-6.45832	8.15	-6.45	1.81577	-1.81577	0.349227
8.32229	-6.5297	-2.74579	2.31552	0.324317	8.3424	-6.65648	8.25	-6.6	1.8218	-2.73269	1.43702
8.39787	-6.6709	-2.75326	2.30261	0.292938	8.33273	-6.74641	8.35	-6.75	1.8218	-2.73269	0.626764
8.48384	-6.78627	-2.71445	2.30619	0.277686	8.46635	-6.96022	8.4	-6.9	0.907987	-2.72401	1.10529
8.54391	-6.94004	-2.72249	2.27737	0.232685	8.44383	-7.03914	8.45	-7.05	0.907988	-2.72398	1.25647
8.62815	-7.06189	-2.70765	2.27741	0.218494	8.53661	-7.23635	8.5	-7.2	0.910054	-2.73014	0.521381
8.67426	-7.23234	-2.72171	2.23281	0.160819	8.55761	-7.36836	8.55	-7.35	0.910046	-2.73012	2.04232
8.75727	-7.34964	-2.73976	2.23601	0.156834	8.70486	-7.48959	8.65	-7.45	1.99827	-1.99828	0.28287
8.81645	-7.48571	-2.74758	2.21567	0.128118	8.7565	-7.55536	8.75	-7.55	1.99828	-1.99828	0.532746
8.89445	-7.60919	-2.73174	2.21294	0.117042	8.74707	-7.66927	8.8	-7.7	0.909061	-2.72717	0.326296
8.94562	-7.76783	-2.74058	2.17901	0.0759069	8.85031	-7.85391	8.85	-7.85	0.909053	-2.72715	1.04673
9.01644	-7.89367	-2.71649	2.17146	0.0619232	8.88546	-7.96913	8.9	-8	0.908945	-2.72688	0.440407
9.05592	-8.06193	-2.72973	2.12815	0.0144782	8.95085	-8.16397	8.95	-8.15	0.908953	-2.72687	1.36913
9.1246	-8.1905	-2.71396	2.12074	0.00456159	9.03618	-8.239	9.05	-8.25	1.82026	-1.82027	0.192096
9.18829	-8.3282	-2.71583	2.10801	-0.00858066	9.15149	-8.34807	9.15	-8.35	1.82025	-1.82026	0.110174
9.26964	-8.4522	-2.76906	2.11688	0.00662875	9.14011	-8.44049	9.2	-8.5	0.999884	-2.99963	1.5731
9.30994	-8.59658	-2.77667	2.08731	-0.0235899	9.22902	-8.65053	9.25	-8.65	0.999874	-2.9996	0.59632
9.37525	-8.7198	-2.78548	2.08449	-0.0239914	9.23666	-8.722	9.3	-8.8	0.999284	-2.99783	0.24335
9.41717	-8.8711	-2.80189	2.05488	-0.05264	9.36398	-8.95164	9.35	-8.95	0.999284	-2.99784	0.584156
9.45286	-9.00104	-2.70707	2.02138	-0.0959089	9.47823	-9.13791	9.4	-9.05	0.909209	-1.81844	5.16972
9.49675	-9.14597	-2.70776	1.99936	-0.112866	9.43696	-9.1575	9.45	-9.15	0.90921	-1.81843	0.224362
9.55197	-9.28134	-2.70307	1.98919	-0.117195	9.44585	-9.27158	9.5	-9.3	0.908483	-2.72543	0.112925
9.59181	-9.43029	-2.70753	1.96545	-0.134534	9.53884	-9.45193	9.55	-9.45	0.908475	-2.72542	0.204968
9.65359	-9.57328	-2.72399	1.9607	-0.130259	9.6872	-9.68187	9.6	-9.6	0.909756	-2.72927	0.193217
9.69729	-9.72443	-2.73289	1.94113	-0.142557	9.67284	-9.75791	9.65	-9.75	0.909739	-2.72923	0.109012
9.76834	-9.86605	-2.7909	1.94981	-0.11937	9.86489	-10.0711	9.7	-9.9	0.998626	-2.99586	1.72079
9.79842	-10.0119	-2.80059	1.92507	-0.138011	9.74713	-10.0467	9.75	-10.05	0.998616	-2.99584	0.243674
9.81349	-10.1461	-2.71401	1.88352	-0.186242	9.75497	-10.1932	9.75	-10.2	0	-2.72857	4.16996
