px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
4.34329	-10.7608	-2.75133	-1.39981	-0.918512	4.44745	-10.786	4.45	-10.8	0	2.72555	0.1347
4.35699	-10.61	-2.73693	-1.47439	-0.944141	4.45788	-10.6457	4.45	-10.65	0	2.72554	0.666287
4.35601	-10.4654	-2.72219	-1.53242	-0.951735	4.46329	-10.5756	4.45	-10.5	0	2.729	0.298201
4.37649	-10.3158	-2.71652	-1.60015	-0.967968	4.44057	-10.3382	4.45	-10.35	0	2.72898	0.267638
4.40077	-10.1711	-2.69824	-1.66657	-0.984267	4.51895	-10.2367	4.5	-10.2	0.908962	2.72687	0.334992
4.45241	-10.0219	-2.69782	-1.7446	-1.00884	4.54925	-10.0439	4.55	-10.05	0.908954	2.72685	0.579688
4.4824	-9.87806	-2.70486	-1.7967	-1.00257	4.63224	-9.9707	4.6	-9.9	0.909756	2.72927	0.436582
4.54899	-9.73271	-2.71003	-1.87264	-1.02345	4.63755	-9.74952	4.65	-9.75	0.909752	2.72926	0.474934
4.56264	-9.57718	-2.75182	-1.8882	-0.96633	4.60757	-9.4335	4.7	-9.6	0.90859	2.72578	2.12155
4.64505	-9.43505	-2.76041	-1.96308	-0.987593	4.74589	-9.4609	4.75	-9.45	0.908586	2.72576	0.622005
4.72061	-9.30073	-2.75835	-2.02851	-1.0002	4.89179	-9.39473	4.85	-9.3	1.81967	2.72952	0.451813
4.82888	-9.15795	-2.78716	-2.10784	-1.02256	4.94849	-9.13867	4.95	-9.15	1.81967	2.72951	0.860077
4.91154	-9.038	-2.79266	-2.16687	-1.03255	4.95209	-8.96272	5	-9.05	0.999884	1.99977	0.118393
5.00273	-8.92772	-2.79496	-2.22513	-1.03881	5.04121	-8.94979	5.05	-8.95	0.999874	1.99974	0.10722
5.07319	-8.8025	-2.79226	-2.24609	-0.984631	5.20806	-8.88942	5.15	-8.8	1.81805	2.72708	1.75466
5.19357	-8.67511	-2.82117	-2.31013	-0.992033	5.26887	-8.63564	5.25	-8.65	1.81803	2.72705	0.410673
5.2936	-8.57196	-2.82535	-2.35929	-0.989702	5.3785	-8.56768	5.35	-8.55	1.99956	1.99957	0.0900445
5.40748	-8.46597	-2.84595	-2.41212	-0.991315	5.44864	-8.42738	5.45	-8.45	1.99954	1.99954	0.177855
5.49477	-8.35551	-2.82429	-2.42518	-0.927922	5.56465	-8.44845	5.5	-8.35	0.909045	1.81807	2.20438
5.60007	-8.25599	-2.81123	-2.46921	-0.92239	5.53862	-8.24357	5.55	-8.25	0.909045	1.81808	0.214081
5.67612	-8.13541	-2.78426	-2.45736	-0.827932	5.64921	-8.02513	5.7	-8.1	2.72608	2.72608	4.50477
5.80894	-8.02481	-2.81436	-2.50154	-0.824436	5.85094	-7.95601	5.85	-7.95	2.72606	2.72606	0.362277
5.90333	-7.91218	-2.79469	-2.50047	-0.752247	5.93492	-7.84119	5.95	-7.85	1.81801	1.81801	2.72938
6.03618	-7.80583	-2.82037	-2.53764	-0.746601	6.05986	-7.73559	6.05	-7.75	1.81802	1.81801	0.306044
6.12754	-7.69273	-2.79006	-2.52384	-0.660329	6.13741	-7.63243	6.15	-7.65	1.81798	1.81798	3.926
6.25608	-7.59401	-2.80384	-2.55537	-0.655048	6.25659	-7.54336	6.25	-7.55	1.81798	1.81798	0.141619
6.35732	-7.4885	-2.77845	-2.54786	-0.585278	6.39143	-7.46358	6.35	-7.45	1.82027	1.82027	2.67001
6.47999	-7.39796	-2.77916	-2.57497	-0.580585	6.452	-7.36418	6.45	-7.35	1.82025	1.82025	0.102726
6.59614	-7.31504	-2.78673	-2.60018	-0.578831	6.47916	-7.09783	6.6	-7.25	2.99862	1.99908	0.719914
6.72611	-7.22434	-2.81589	-2.62209	-0.570796	6.7556	-7.14598	6.75	-7.15	2.99862	1.99908	0.396229
6.79497	-7.09612	-2.74049	-2.55762	-0.418556	6.68682	-6.93297	6.8	-7.05	0.908005	1.816	13.4149
6.91311	-7.00236	-2.74044	-2.57225	-0.410797	6.86356	-6.94732	6.85	-6.95	0.908	1.81601	0.292025
7.04544	-6.92456	-2.74616	-2.5994	-0.417778	7.08741	-6.92602	7	-6.85	2.72856	1.81904	0.0484923
7.17486	-6.8286	-2.76137	-2.61225	-0.40773	7.15695	-6.75136	7.15	-6.75	2.72854	1.81902	0.34716
7.26356	-6.71589	-2.70776	-2.5661	-0.296546	7.29976	-6.68807	7.25	-6.65	1.8202	1.8202	7.35118
7.38494	-6.62097	-2.71519	-2.57359	-0.288055	7.35505	-6.56058	7.35	-6.55	1.82018	1.82018	0.247268
7.5366	-6.57821	-2.76083	-2.64572	-0.382454	7.53544	-6.5372	7.5	-6.5	2.99964	0.999884	5.57507
7.65951	-6.50337	-2.77026	-2.65971	-0.377347	7.65664	-6.46417	7.65	-6.45	2.99964	0.999884	0.0865403
7.77747	-6.4208	-2.74792	-2.65816	-0.343336	7.67559	-6.34628	7.75	-6.4	1.81709	0.908549	0.849567
7.9012	-6.35494	-2.73282	-2.67618	-0.343112	7.85193	-6.35845	7.85	-6.35	1.81709	0.908545	0.132048
8.02407	-6.28003	-2.71396	-2.67772	-0.314977	8.03231	-6.28406	8	-6.25	2.72931	1.81954	0.547717
8.15624	-6.19989	-2.72285	-2.68662	-0.306681	8.13749	-6.14586	8.15	-6.15	2.72928	1.81952	0.181633
8.24058	-6.10671	-2.66418	-2.64344	-0.214103	8.21488	-6.01843	8.25	-6.05	1.99977	1.99976	5.83001
8.35684	-6.02298	-2.67829	-2.64231	-0.20241	8.33626	-5.94674	8.35	-5.95	1.99977	1.99976	0.348155
8.50849	-5.96773	-2.71599	-2.68572	-0.255704	8.50318	-5.89335	8.5	-5.9	2.72796	0.909326	2.21159
8.64661	-5.8935	-2.72744	-2.69525	-0.251004	8.65894	-5.86309	8.65	-5.85	2.72796	0.909321	0.062719
8.74297	-5.79458	-2.66057	-2.64767	-0.153625	8.77185	-5.74314	8.75	-5.75	1.81776	1.81775	6.72284
8.87124	-5.70709	-2.67323	-2.64516	-0.142781	8.85444	-5.64273	8.85	-5.65	1.81774	1.81773	0.250471
8.96395	-5.61822	-2.63217	-2.60829	-0.0726519	9.02394	-5.6024	8.95	-5.55	1.99657	1.99656	3.50087
9.07561	-5.52984	-2.64592	-2.59901	-0.0600383	9.05088	-5.45385	9.05	-5.45	1.99654	1.99655	0.358582
9.21846	-5.46862	-2.68355	-2.63686	-0.119284	9.04088	-5.29691	9.2	-5.4	2.72728	0.909094	3.63219
9.34857	-5.38117	-2.69696	-2.63403	-0.110069	9.34223	-5.32623	9.35	-5.35	2.72727	0.90909	0.175986
9.43758	-5.27446	-2.63255	-2.57862	-0.0145485	9.39579	-5.21659	9.45	-5.25	1.81816	1.81815	6.31664
9.5603	-5.1819	-2.64478	-2.57058	-0.00590311	9.55303	-5.13194	9.55	-5.15	1.81813	1.81813	0.147216
9.65912	-5.08326	-2.60583	-2.53077	0.0588757	9.75019	-5.14652	9.65	-5.05	1.82036	1.82036	3.19155
9.77475	-4.98469	-2.61725	-2.51778	0.0682882	9.7586	-4.93134	9.75	-4.95	1.82036	1.82037	0.177627
9.86805	-4.87692	-2.58519	-2.47255	0.133151	9.9198	-4.86941	9.85	-4.85	1.81578	1.81577	2.76225
9.97636	-4.77797	-2.59058	-2.45858	0.139457	9.95641	-4.74358	9.95	-4.75	1.81575	1.81575	0.0884109
10.0571	-4.65733	-2.56083	-2.40204	0.212716	10.0029	-4.54771	10.05	-4.6	1.82039	2.7306	3.17882
10.1595	-4.53557	-2.58319	-2.37543	0.22678	10.1428	-4.45119	10.15	-4.45	1.8204	2.7306	0.42848
10.2442	-4.41403	-2.5744	-2.33183	0.271562	10.1981	-4.26556	10.25	-4.3	1.81769	2.72652	1.19392
10.3473	-4.2749	-2.61466	-2.29977	0.287343	10.3644	-4.16342	10.35	-4.15	1.81768	2.7265	0.748364
10.4688	-4.18197	-2.64026	-2.31968	0.232455	10.5985	-4.12247	10.45	-4.05	1.81792	1.81792	1.84211
10.5646	-4.04431	-2.66838	-2.29036	0.247534	10.5415	-3.9454	10.55	-3.95	1.8179	1.8179	0.595957
10.6631	-3.92962	-2.6755	-2.27646	0.247059	10.7092	-3.85166	10.65	-3.85	1.81903	1.81904	0.0763831
10.7591	-3.80089	-2.69378	-2.25553	0.253685	10.7616	-3.75002	10.75	-3.75	1.81902	1.81903	0.152229
10.8091	-3.65511	-2.66266	-2.17737	0.351985	10.795	-3.60617	10.8	-3.6	0.909773	2.72931	5.19564
10.8856	-3.51714	-2.67606	-2.14785	0.361256	10.8527	-3.46164	10.85	-3.45	0.909764	2.72928	0.235286
10.9887	-3.42099	-2.69791	-2.17679	0.286112	10.9584	-3.30584	10.95	-3.3	1.99953	2.99928	3.38659
11.063	-3.27377	-2.73675	-2.14611	0.300602	11.0447	-3.1561	11.05	-3.15	1.9995	2.99925	0.819329
11.1072	-3.11883	-2.72272	-2.07354	0.386055	11.1178	-2.98807	11.1	-3	0.907725	2.72317	3.95733
11.1731	-2.95839	-2.75205	-2.03851	0.398318	11.1427	-2.86566	11.15	-2.85	0.907708	2.72314	0.5469
11.2235	-2.80826	-2.75354	-1.99367	0.43126	11.1491	-2.68183	11.2	-2.7	0.908929	2.72678	0.676692
11.2794	-2.64223	-2.78356	-1.95767	0.441984	11.2525	-2.55311	11.25	-2.55	0.908929	2.72678	0.498789
11.2221	-2.43685	-2.766	-1.77567	0.68635	11.1188	-2.36202	11.2	-2.4	-0.909276	2.72782	29.58
11.2354	-2.28054	-2.76563	-1.72835	0.695149	11.1594	-2.25598	11.15	-2.25	-0.909276	2.72782	0.341109
11.3375	-2.18168	-2.72314	-1.81491	0.496749	11.2029	-2.09837	11.25	-2.1	1.81915	2.72871	20.1978
11.3688	-2.0183	-2.74527	-1.78149	0.501429	11.3525	-1.95787	11.35	-1.95	1.81913	2.72869	0.224015
11.3755	-1.86051	-2.74785	-1.72581	0.543932	11.3011	-1.79507	11.35	-1.8	0	2.73035	0.958407
11.386	-1.70212	-2.75537	-1.68829	0.550615	11.3326	-1.67041	11.35	-1.65	0	2.73033	0.209392
11.3265	-1.54046	-2.76721	-1.57175	0.686542	11.0622	-1.44342	11.3	-1.5	-0.999165	2.99748	9.83707
11.3139	-1.39258	-2.77681	-1.53007	0.692777	11.2595	-1.35818	11.25	-1.35	-0.999155	2.99745	0.22386
11.2652	-1.22886	-2.79514	-1.44315	0.768853	11.1658	-1.23674	11.2	-1.25	-0.909822	1.81964	3.05818
11.2274	-1.09547	-2.76533	-1.39406	0.77656	11.1524	-1.15803	11.15	-1.15	-0.909822	1.81964	0.525208
11.1061	-0.934578	-2.83352	-1.2407	0.954877	10.8534	-0.929069	11.05	-0.95	-1.99817	3.99632	17.9139
11.0415	-0.786446	-2.85409	-1.18366	0.962038	10.9584	-0.728742	10.95	-0.75	-1.99816	3.99632	0.551288
10.9919	-0.649855	-2.82615	-1.15162	0.926285	10.8608	-0.663121	10.9	-0.649999	-0.908549	1.8171	1.1382
10.9151	-0.519498	-2.81268	-1.09391	0.933551	10.8648	-0.553034	10.85	-0.549999	-0.908532	1.81708	0.199547
10.8153	-0.382504	-2.84495	-1.01089	0.984695	10.8451	-0.437482	10.75	-0.45	-1.8174	1.81738	1.78393
10.7157	-0.273984	-2.81746	-0.94539	0.997562	10.6542	-0.347474	10.65	-0.35	-1.8174	1.81738	0.514653
10.5474	-0.147805	-2.93228	-0.805474	1.13273	10.5062	-0.245062	10.5	-0.25	-2.72796	1.81864	13.7233
10.4166	-0.0622703	-2.90222	-0.727055	1.15074	10.3438	-0.150982	10.35	-0.15	-2.72796	1.81864	0.743073
10.3251	0.0294042	-2.83535	-0.689738	1.11093	10.4884	-0.0812124	10.25	-0.0999996	-1.81964	0.909826	2.17173
10.1917	0.0842219	-2.79078	-0.608199	1.1351	10.1537	-0.0482457	10.15	-0.0499992	-1.81963	0.909818	1.10047
10.044	0.158608	-2.81703	-0.525784	1.16379	9.92588	0.00395802	10	9.49949e-07	-2.73049	0.910169	1.06773
9.89667	0.184428	-2.77207	-0.434439	1.19531	9.85676	0.0351738	9.85	0.0500011	-2.73047	0.910161	1.39616
9.74367	0.23237	-2.78621	-0.354102	1.21441	9.63973	0.0585714	9.7	0.0500011	-2.72439	0	0.730298
9.58637	0.220459	-2.73926	-0.248956	1.25773	9.54669	0.0374948	9.55	0.0500011	-2.72438	0	2.06925
9.43	0.243265	-2.75126	-0.169656	1.26991	9.32242	0.112393	9.4	0.100001	-2.72773	0.90923	0.457727
9.27338	0.235601	-2.73774	-0.0796188	1.29208	9.24446	0.153574	9.25	0.15	-2.7277	0.909222	0.447596
9.1217	0.23777	-2.73384	-0.00504224	1.29548	9.0614	0.20077	9.1	0.2	-2.72652	0.908843	0.0688291
8.96857	0.239803	-2.74098	0.0624869	1.29079	8.94752	0.260272	8.95	0.25	-2.72653	0.908843	0.0473201
8.85605	0.195932	-2.59194	0.15144	1.31032	8.90199	0.247143	8.85	0.25	-1.81847	0	6.98555
8.72372	0.193877	-2.58927	0.204137	1.2901	8.76016	0.263752	8.75	0.25	-1.81846	0	0.36357
8.53754	0.216066	-2.77195	0.224556	1.22873	8.46355	0.258809	8.55	0.25	-3.6326	0	11.5987
8.38557	0.196243	-2.77859	0.277871	1.21279	8.35367	0.252596	8.35	0.25	-3.6326	0	0.241122
8.23182	0.160954	-2.79262	0.335368	1.20184	8.05161	0.241868	8.2	0.25	-2.72841	0	0.522947
8.08437	0.142418	-2.79159	0.373154	1.17161	8.05411	0.247878	8.05	0.25	-2.72842	0	0.713131
7.93645	0.0974286	-2.79885	0.424825	1.15725	7.78653	0.205765	7.9	0.2	-2.72708	-0.909025	0.515104
7.79058	0.0590879	-2.79785	0.465507	1.13276	7.74339	0.144028	7.75	0.15	-2.72705	-0.909016	0.547927
7.64635	0.0152196	-2.82283	0.497336	1.09524	7.77346	0.0969346	7.6	0.100001	-2.73169	-0.910554	1.24619
7.50383	-0.0353271	-2.81883	0.53614	1.07283	7.45362	0.0452052	7.45	0.0500011	-2.73169	-0.910554	0.518422
7.34092	-0.0527846	-2.89432	0.520691	0.982479	7.15329	0.0425189	7.3	0.0500011	-2.99789	0	5.98985
7.20965	-0.0900029	-2.87812	0.541914	0.953911	7.16618	0.0287673	7.15	0.0500011	-2.9979	0	0.925723
7.10808	-0.185723	-2.8058	0.624106	1.00036	7.17215	-0.0469302	7.05	-0.0499995	-1.81811	-1.81813	3.54083
6.98068	-0.247829	-2.78714	0.65687	0.977809	6.95426	-0.147757	6.95	-0.15	-1.8181	-1.81811	0.621662
6.87132	-0.343603	-2.76204	0.719263	0.993809	6.83008	-0.250179	6.85	-0.25	-1.81646	-1.81646	0.642652
6.7604	-0.423546	-2.74107	0.759419	0.979582	6.76395	-0.345347	6.75	-0.35	-1.81645	-1.81645	0.353024
6.66783	-0.530826	-2.71712	0.824874	0.999112	6.74798	-0.457727	6.65	-0.45	-1.81901	-1.819	0.561553
6.56596	-0.626294	-2.70407	0.868574	0.988166	6.54569	-0.565853	6.55	-0.549999	-1.81899	-1.81898	0.229339
6.51966	-0.791014	-2.67441	1.00068	1.10242	6.565	-0.754748	6.5	-0.749999	-0.909789	-3.63914	6.63798
6.44518	-0.921806	-2.6792	1.06418	1.10513	6.4494	-0.940848	6.45	-0.949999	-0.909781	-3.63911	0.0212037
6.39417	-1.05911	-2.68878	1.14096	1.13453	6.44213	-1.11266	6.4	-1.1	-1.0002	-3.00061	0.406331
6.34201	-1.19725	-2.70679	1.20435	1.13998	6.34405	-1.26138	6.35	-1.25	-1.0002	-3.00061	0.22461
6.29635	-1.32196	-2.70397	1.25508	1.12878	6.39474	-1.36501	6.3	-1.35	-1.00035	-2.00072	0.225298
6.25753	-1.4476	-2.69937	1.30984	1.12753	6.25356	-1.42931	6.25	-1.45	-1.00036	-2.00072	0.0187367
6.25884	-1.61679	-2.7397	1.4267	1.2193	6.24787	-1.61119	6.25	-1.6	0	-2.99288	4.3898
6.24208	-1.75312	-2.74062	1.48717	1.21862	6.23547	-1.75335	6.25	-1.75	0	-2.99285	0.00231409
6.27509	-1.9377	-2.7964	1.61624	1.31301	6.41111	-1.93027	6.3	-1.9	0.909739	-2.72921	5.04994
6.29812	-2.08399	-2.78202	1.69353	1.3194	6.34873	-2.05372	6.35	-2.05	0.909735	-2.72921	0.18724
6.31113	-2.21069	-2.71947	1.73737	1.27098	6.53066	-2.26346	6.35	-2.2	0	-2.72782	2.79697
6.34611	-2.35359	-2.71311	1.81035	1.2747	6.36917	-2.33894	6.35	-2.35	0	-2.72779	0.0406458
6.35988	-2.4831	-2.66326	1.84772	1.22411	6.27034	-2.51837	6.35	-2.55	0	-3.63689	2.1659
6.39095	-2.64189	-2.69362	1.90485	1.2105	6.34287	-2.73391	6.35	-2.75	0	-3.63689	0.588086
6.44775	-2.79765	-2.7339	1.97705	1.22003	6.45883	-2.92313	6.4	-2.9	0.908854	-2.72658	0.638932
6.49445	-2.95744	-2.76736	2.0289	1.20094	6.43866	-3.06257	6.45	-3.05	0.908859	-2.72658	0.783836
6.54883	-3.09464	-2.74857	2.07712	1.17461	6.49154	-3.20004	6.5	-3.2	0.908863	-2.72658	0.817079
6.60499	-3.24833	-2.77708	2.12189	1.15141	6.53579	-3.34211	6.55	-3.35	0.908855	-2.72655	0.769234
6.67089	-3.37689	-2.73961	2.16578	1.12103	6.70146	-3.53446	6.6	-3.5	0.908714	-2.72613	1.57892
6.7316	-3.52973	-2.76979	2.20008	1.08996	6.64657	-3.63945	6.65	-3.65	0.908702	-2.72611	1.11022
6.80251	-3.65904	-2.74697	2.23852	1.06099	6.70956	-3.81739	6.7	-3.8	0.909565	-2.72871	1.27466
6.86123	-3.81866	-2.78204	2.25662	1.01629	6.74885	-3.96368	6.75	-3.95	0.909561	-2.72869	1.96907
6.92552	-3.93765	-2.7194	2.2829	0.976194	6.73758	-4.06653	6.8	-4.1	0.908566	-2.72568	2.99167
6.98267	-4.09889	-2.75175	2.28911	0.924305	6.85796	-4.25464	6.85	-4.25	0.908561	-2.72569	2.36146
7.09174	-4.24262	-2.8319	2.33406	0.922787	7.10395	-4.49091	6.95	-4.4	1.81821	-2.72732	2.40474
7.16001	-4.40441	-2.85969	2.33674	0.870729	7.04679	-4.55716	7.05	-4.55	1.81822	-2.72732	2.17212
7.23885	-4.52196	-2.80795	2.35946	0.839568	7.02393	-4.64459	7.1	-4.7	0.91085	-2.73253	2.16854
7.29394	-4.69077	-2.82967	2.34405	0.773994	7.13435	-4.85502	7.15	-4.85	0.910837	-2.73251	3.1905
7.35857	-4.79245	-2.74633	2.35656	0.739036	7.24619	-4.97656	7.2	-4.95	1.00033	-2.00068	3.92765
7.40784	-4.93446	-2.75346	2.3437	0.686627	7.25317	-5.04605	7.25	-5.05	1.00033	-2.00066	2.18863
7.51336	-5.06132	-2.85869	2.37337	0.689859	7.22054	-5.09604	7.35	-5.2	1.9976	-2.9964	5.94425
7.57097	-5.21153	-2.87056	2.35634	0.63526	7.43604	-5.34825	7.45	-5.35	1.9976	-2.9964	2.24069
7.63182	-5.30894	-2.72311	2.36298	0.596465	7.40989	-5.38617	7.5	-5.45	0.908252	-1.8165	9.31916
7.69364	-5.45911	-2.72759	2.34749	0.545653	7.55662	-5.56714	7.55	-5.55	0.908244	-1.81648	1.86009
7.78828	-5.57855	-2.75984	2.36626	0.536854	7.39379	-5.52612	7.65	-5.7	1.81785	-2.72677	2.66743
7.8605	-5.72858	-2.76934	2.35254	0.49142	7.76459	-5.8425	7.75	-5.85	1.81785	-2.72677	1.37623
7.92217	-5.82554	-2.62506	2.35399	0.45691	7.84699	-6.00602	7.8	-5.95	0.909078	-1.81815	9.01136
7.98322	-5.96508	-2.62405	2.33723	0.413406	7.85921	-6.04502	7.85	-6.05	0.909073	-1.81815	1.33544
8.08705	-6.08545	-2.68185	2.35468	0.41104	7.89511	-6.1416	7.95	-6.2	1.8197	-2.72955	1.86462
8.15233	-6.23778	-2.692	2.33053	0.362571	8.05619	-6.36041	8.05	-6.35	1.81969	-2.72953	1.51778
8.26513	-6.36538	-2.75921	2.34687	0.361769	8.2234	-6.53735	8.15	-6.5	1.8187	-2.72807	1.76677
8.33517	-6.52211	-2.77215	2.32113	0.314545	8.25446	-6.64851	8.25	-6.65	1.81869	-2.72804	1.41204
8.39873	-6.62408	-2.64779	2.31572	0.284723	8.32206	-6.77114	8.3	-6.75	0.908979	-1.81795	6.42984
8.45179	-6.76905	-2.64396	2.28679	0.238874	8.31728	-6.8399	8.35	-6.85	0.908979	-1.81795	1.42583
8.52796	-6.88197	-2.62097	2.28655	0.224222	8.2713	-6.91098	8.4	-7	0.909094	-2.72732	0.834984
8.57235	-7.04153	-2.62657	2.24508	0.169173	8.44183	-7.15372	8.45	-7.15	0.909102	-2.72732	1.86735
8.67849	-7.17202	-2.7111	2.25876	0.179263	8.54154	-7.25975	8.55	-7.3	1.81751	-2.72628	3.01304
8.73514	-7.33798	-2.72881	2.22142	0.131179	8.65899	-7.4699	8.65	-7.45	1.81752	-2.72628	1.46294
8.79398	-7.45586	-2.63477	2.204	0.0984208	8.83598	-7.68162	8.7	-7.55	0.908615	-1.81723	4.81282
8.84992	-7.59662	-2.63549	2.18072	0.0692445	8.76769	-7.64094	8.75	-7.65	0.908607	-1.81721	0.544972
8.95089	-7.72765	-2.71943	2.19545	0.0875215	8.77916	-7.72457	8.85	-7.8	1.8215	-2.73224	3.41403
9.01212	-7.87841	-2.73027	2.17088	0.0578326	8.95669	-7.95155	8.95	-7.95	1.82148	-2.73221	0.536677
9.09832	-8.00641	-2.77522	2.17431	0.0613849	9.1081	-8.22433	9	-8.1	0.999025	-2.99707	0.980816
9.14076	-8.15723	-2.78693	2.13918	0.0227437	9.05476	-8.24211	9.05	-8.25	0.999015	-2.99704	0.926711
9.17414	-8.27603	-2.65119	2.10378	-0.0278111	9.13825	-8.4037	9.1	-8.35	0.908285	-1.81657	8.73518
9.21972	-8.4207	-2.65243	2.07706	-0.0532948	9.14025	-8.44981	9.15	-8.45	0.908268	-1.81655	0.442679
9.29081	-8.552	-2.66658	2.07436	-0.0515205	9.22081	-8.59155	9.2	-8.6	0.91012	-2.73036	0.135638
9.32932	-8.70673	-2.67534	2.04102	-0.0821282	9.25031	-8.76071	9.25	-8.75	0.910112	-2.73033	0.582222
9.3941	-8.84267	-2.6872	2.03487	-0.0824479	9.30208	-8.90831	9.3	-8.9	0.909524	-2.72856	0.14336
9.42717	-8.99935	-2.69569	2.00036	-0.112403	9.34431	-9.04587	9.35	-9.05	0.909524	-2.72856	0.572043
9.49456	-9.13013	-2.74116	2.00466	-0.0962944	9.39993	-9.18842	9.4	-9.2	0.999066	-2.99725	1.05088
9.51822	-9.28787	-2.761	1.96603	-0.129863	9.4452	-9.37195	9.45	-9.35	0.999075	-2.99724	0.784789
9.57396	-9.4304	-2.76723	1.9576	-0.13022	9.48751	-9.46421	9.5	-9.5	0.909706	-2.7291	0.0817476
9.60576	-9.59377	-2.7814	1.92657	-0.153891	9.55098	-9.64789	9.55	-9.65	0.909706	-2.7291	0.378458
9.65965	-9.72836	-2.80657	1.92532	-0.143188	9.57122	-9.75525	9.6	-9.8	1.00048	-3.00143	0.410184
9.68176	-9.8832	-2.82289	1.89373	-0.167363	9.62408	-9.94149	9.65	-9.95	1.00046	-3.00141	0.426037
9.70779	-10.0116	-2.7877	1.87015	-0.188454	9.61433	-9.96417	9.7	-10.05	0.998785	-1.99755	0.733563
9.7471	-10.1461	-2.78887	1.85969	-0.189456	9.7457	-10.1502	9.75	-10.15	0.998775	-1.99754	0.00113272
9.75308	-10.2835	-2.706	1.81289	-0.242314	9.77731	-10.3295	9.75	-10.3	0	-2.72851	4.52033
9.78056	-10.4339	-2.71123	1.79325	-0.248527	9.76557	-10.4501	9.75	-10.45	0	-2.72849	0.0306778
9.83193	-10.5886	-2.75291	1.79703	-0.223395	9.89592	-10.7137	9.8	-10.6	0.909012	-2.72704	1.03533
9.85997	-10.7406	-2.75734	1.78041	-0.227617	9.85066	-10.7537	9.85	-10.75	0.909012	-2.72703	0.0161783
9.86743	-10.8709	-2.71829	1.74818	-0.2575	9.84397	-10.9287	9.85	-10.9	0	-3.00318	1.15921
9.87893	-11.0159	-2.73024	1.72502	-0.267489	9.85693	-11.0512	9.85	-11.05	0	-3.00316	0.10614
9.89476	-11.1478	-2.72953	1.7109	-0.266985	9.74773	-11.0482	9.85	-11.2	0	-3.00013	0.369977
9.89122	-11.3016	-2.74963	1.67921	-0.284766	9.84407	-11.3565	9.85	-11.35	0	-3.00012	0.324055
9.91096	-11.4424	-2.77004	1.67342	-0.270684	9.79495	-11.4686	9.85	-11.5	0	-2.99592	0.42516
9.89936	-11.5982	-2.79016	1.63997	-0.289974	9.83943	-11.6467	9.85	-11.65	0	-2.99592	0.368833
9.82981	-11.7262	-2.65655	1.53786	-0.41568	9.76634	-11.6976	9.8	-11.75	-0.908731	-1.81746	15.7835
9.80587	-11.8727	-2.65681	1.50324	-0.427254	9.74774	-11.8511	9.75	-11.85	-0.908731	-1.81746	0.214684
9.77209	-12.0159	-2.6306	1.45298	-0.466258	9.7856	-12.1262	9.7	-12	-0.909591	-2.72875	1.32492
9.72706	-12.1628	-2.63685	1.40933	-0.483694	9.64482	-12.1455	9.65	-12.15	-0.909582	-2.72873	0.406127
9.68649	-12.3018	-2.62433	1.36694	-0.505127	9.57233	-12.2948	9.6	-12.3	-0.908879	-2.72667	0.342897
9.62864	-12.451	-2.63949	1.32079	-0.522386	9.55167	-12.4583	9.55	-12.45	-0.908879	-2.72665	0.359334
9.516	-12.5663	-2.56801	1.20332	-0.649758	9.37132	-12.4833	9.45	-12.55	-1.82006	-1.82006	9.88668
9.43964	-12.6935	-2.56996	1.15198	-0.664721	9.359	-12.6499	9.35	-12.65	-1.82005	-1.82005	0.462997
9.288	-12.7793	-2.51183	0.996592	-0.841087	9.16109	-12.6848	9.2	-12.75	-3.00047	-2.00033	16.7491
9.17511	-12.8826	-2.52885	0.926646	-0.866673	9.028	-12.8337	9.05	-12.85	-3.00048	-2.00033	1.34685
9.01932	-12.9684	-2.52076	0.790851	-0.992105	8.85918	-12.7953	8.95	-12.9	-1.81543	-0.907707	7.57217
8.90501	-13.0506	-2.51231	0.724778	-1.0035	8.84257	-12.9684	8.85	-12.95	-1.81542	-0.907708	0.56229
8.78052	-13.1295	-2.51454	0.646517	-1.03514	8.66865	-13.0114	8.7	-13.05	-2.73134	-1.82089	0.666416
8.64471	-13.2017	-2.52365	0.573889	-1.04912	8.55319	-13.1445	8.55	-13.15	-2.73135	-1.82089	0.631999
8.43067	-13.2142	-2.57962	0.371463	-1.26536	8.27267	-12.996	8.4	-13.15	-2.99683	0	22.4152
8.30155	-13.2403	-2.56897	0.297671	-1.27614	8.25965	-13.1488	8.25	-13.15	-2.9968	0	0.532581
8.17874	-13.2768	-2.54055	0.247899	-1.2426	8.04571	-13.0646	8.1	-13.2	-2.72707	-0.909028	1.55118
8.02691	-13.2988	-2.55075	0.16938	-1.25088	7.95841	-13.2508	7.95	-13.25	-2.72705	-0.90902	0.374383
7.876	-13.3129	-2.57437	0.0834385	-1.27743	7.86599	-13.4154	7.8	-13.25	-2.7295	0	0.599355
7.71509	-13.31	-2.5916	0.00147243	-1.28635	7.62489	-13.249	7.65	-13.25	-2.7295	0	0.633189
7.58632	-13.3073	-2.58776	-0.0596361	-1.28049	7.50783	-13.2944	7.5	-13.25	-2.99994	0	0.0781628
7.43693	-13.2902	-2.61192	-0.131143	-1.28446	7.3419	-13.2474	7.35	-13.25	-2.99994	0	0.580573
