40.1374	13.4492	4.05684	-1.92775	39.9009	13.6243	40.0971	13.6505	2.66232	1.36459
42.7802	14.7975	1.27301	4.50089	42.7664	14.8294	42.7638	15.0065	2.65515	1.33938
42.8353	14.8228	1.41454	4.73061	42.5714	14.9817	42.7638	15.0065	2.65515	1.33938
45.3466	16.5813	3.56594	-1.10249	45.3572	16.5524	45.4265	16.3307	2.64546	1.29701
45.3972	16.598	3.66788	-1.07036	45.649	16.5213	45.4265	16.3307	2.64546	1.29701
48.1629	17.2666	1.89142	2.34123	48.1541	17.2835	48.0823	17.6063	2.6326	1.23832
48.178	17.2754	1.93808	2.43583	47.9331	17.5349	48.0823	17.6063	2.6326	1.23832
50.6179	19.0782	2.92713	1.19646	50.6228	19.0721	50.7276	18.8172	2.61569	1.16454
50.5548	19.0514	2.7442	1.18619	50.5737	18.7834	50.7276	18.8172	2.61569	1.16454
53.7226	19.9015	3.58126	0.527613	53.7268	19.8982	53.3577	19.9486	2.59372	1.07716
53.5581	19.844	3.19407	0.190009	53.5277	19.862	53.3577	19.9486	2.59372	1.07716
56.0392	21.0821	1.78945	2.24339	56.0322	21.0923	55.9669	20.9874	2.56561	0.978022
56.0518	21.0883	1.88786	2.20966	55.867	20.985	55.9669	20.9874	2.56561	0.978022
58.6562	21.7967	3.2964	-0.735464	58.6632	21.7821	58.5484	21.9225	2.53033	0.869205
58.6522	21.7966	3.28723	-0.739156	58.5799	21.9815	58.5484	21.9225	2.53033	0.869205
60.8826	22.771	1.20582	2.61893	60.8722	22.7876	61.0941	22.7449	2.48697	0.753031
60.9689	22.8069	1.54215	2.60468	60.7648	22.6398	61.0941	22.7449	2.48697	0.753031
63.3737	23.4262	3.23635	-1.29041	63.3821	23.4069	63.5955	23.4479	2.43482	0.631987
63.4134	23.4435	3.28682	-1.31902	63.7478	23.7442	63.5955	23.4479	2.43482	0.631987
66.3437	23.9778	2.59258	2.3201	66.3403	23.9959	66.0431	24.0276	2.37349	0.508655
66.1221	23.8952	1.96492	2.23406	65.8838	23.9541	66.0431	24.0276	2.37349	0.508655
68.2604	24.3752	2.29601	-1.20958	68.262	24.3582	68.4273	24.4824	2.30293	0.385623
68.4449	24.4388	2.72903	-0.968451	68.6759	24.6059	68.4273	24.4824	2.30293	0.385623
70.8308	24.8708	2.05826	1.78044	70.8275	24.8844	70.7384	24.8137	2.22347	0.265395
70.757	24.8433	1.85299	1.7451	70.7403	24.6728	70.7384	24.8137	2.22347	0.265395
72.8896	24.7316	2.39434	-1.89984	72.8923	24.7135	72.9675	25.025	2.13584	0.150292
72.9978	24.7675	2.65236	-1.76996	73.0732	25.0343	72.9675	25.025	2.13584	0.150292
75.0083	25.2377	1.39452	2.6258	75.0021	25.2595	75.1062	25.1224	2.04114	0.0423626
74.9763	25.2261	1.30639	2.6088	74.9748	25.1377	75.1062	25.1224	2.04114	0.0423626
77.1144	24.9576	2.93489	-3.03722	77.1225	24.9297	77.1475	25.1137	1.9408	-0.0566978
77.0862	24.9517	2.8374	-3.09471	77.1386	25.2948	77.1475	25.1137	1.9408	-0.0566978
79.1167	25.0063	1.25695	3.08518	79.1089	25.0369	79.0861	25.0086	1.83649	-0.145607
79.0555	24.9848	1.05379	3.05665	79.1718	24.9698	79.0861	25.0086	1.83649	-0.145607
80.8008	24.8994	2.40392	-3.1099	80.8074	24.8688	80.9183	24.8178	1.73008	-0.223536
80.8566	24.9163	2.51085	-3.07992	81.1423	24.8704	80.9183	24.8178	1.73008	-0.223536
82.6288	24.6123	1.06265	2.367	82.6216	24.6393	82.6423	24.5525	1.6235	-0.29012
82.5757	24.5965	0.909952	2.34076	82.5085	24.8114	82.6423	24.5525	1.6235	-0.29012
84.1667	24.5734	2.24525	-2.29736	84.1733	24.5504	84.2584	24.2245	1.51869	-0.345444
84.1707	24.5738	2.24783	-2.30052	84.2898	24.3312	84.2584	24.2245	1.51869	-0.345444
85.6453	23.7932	0.724141	0.679378	85.6378	23.808	85.7688	23.8451	1.41749	-0.390006
85.7537	23.8233	0.993904	0.735759	85.9743	23.7547	85.7688	23.8451	1.41749	-0.390006
86.943	23.537	1.37557	-1.26997	86.9449	23.527	87.1776	23.4252	1.32159	-0.424654
87.0449	23.5643	1.55777	-1.22858	87.6171	23.5127	87.1776	23.4252	1.32159	-0.424654
88.8205	22.7826	1.99159	-0.349839	88.8227	22.7869	88.4904	22.9745	1.23248	-0.450514
88.6544	22.741	1.55511	-0.430012	88.4191	22.9498	88.4904	22.9745	1.23248	-0.450514
89.5036	22.3082	0.15633	-0.438524	89.4967	22.3082	89.7145	22.5017	1.15138	-0.468904
89.6812	22.3521	0.618425	-0.292683	89.7821	22.4826	89.7145	22.5017	1.15138	-0.468904
90.5112	21.6714	1.0358	-1.0532	90.5133	21.6677	90.858	22.0141	1.07929	-0.481241
90.6054	21.6949	1.23655	-1.00648	90.8419	22.0974	90.858	22.0141	1.07929	-0.481241
91.719	21.1111	0.994822	-0.177202	91.7178	21.1152	91.9302	21.5174	1.01698	-0.488964
91.761	21.1219	1.04153	-0.172486	92.0492	21.5289	91.9302	21.5174	1.01698	-0.488964
92.8593	20.9537	1.15416	-0.163888	92.8599	20.9537	92.9411	21.016	0.964993	-0.493443
92.8816	20.9588	1.12562	-0.156437	93.3186	21.0712	92.9411	21.016	0.964993	-0.493443
93.4721	20.2211	0.0625369	-1.29941	93.4668	20.2155	93.9011	20.513	0.92369	-0.495919
93.6982	20.2689	0.667965	-1.14234	93.7423	20.5071	93.9011	20.513	0.92369	-0.495919
95.3135	19.6533	2.54775	-0.103996	95.3229	19.6585	94.8209	20.01	0.893308	-0.497439
94.9015	19.5701	1.45627	-0.284194	94.494	19.8854	94.8209	20.01	0.893308	-0.497439
95.5122	19.6945	-0.217918	0.514542	95.5039	19.6984	95.7116	19.5078	0.87398	-0.498816
95.6787	19.7288	0.260618	0.635253	95.6097	19.5804	95.7116	19.5078	0.87398	-0.498816
96.2609	19.1713	0.893065	-1.70447	96.2641	19.1597	96.5842	19.0065	0.865773	-0.500589
96.3249	19.1829	1.03863	-1.68006	96.559	18.8688	96.5842	19.0065	0.865773	-0.500589
97.527	18.7152	1.36735	0.699853	97.5286	18.727	97.45	18.506	0.868716	-0.503009
97.403	18.6898	1.01766	0.617352	97.5333	18.1735	97.45	18.506	0.868716	-0.503009
98.2126	18.3829	0.601637	-1.19772	98.2105	18.3739	98.3198	18.0049	0.882805	-0.506023
98.2989	18.398	0.829227	-1.16309	98.4162	18.1556	98.3198	18.0049	0.882805	-0.506023
99.0372	17.3558	0.649432	-0.926114	99.0363	17.357	99.2049	17.503	0.908006	-0.509278
99.108	17.3675	0.872919	-0.880686	98.9782	17.2949	99.2049	17.503	0.908006	-0.509278
99.9967	16.9834	0.905852	0.09402	99.9969	16.9882	100.117	17.0001	0.944242	-0.512134
100.036	16.9898	0.93752	0.102699	100.441	16.9521	100.117	17.0001	0.944242	-0.512134
101.202	16.5422	1.38776	-0.976536	101.204	16.5368	101.065	16.497	0.991362	-0.513687
101.136	16.5316	1.20115	-1.01079	101.169	16.4353	101.065	16.497	0.991362	-0.513687
102.386	16.3908	1.30217	0.696645	102.387	16.3992	102.063	15.9949	1.04911	-0.512803
102.258	16.3688	0.993389	0.648143	102.081	15.8359	102.063	15.9949	1.04911	-0.512803
103.006	15.369	0.502061	-2.58659	103.003	15.353	103.119	15.4967	1.11708	-0.508169
103.137	15.385	0.942275	-2.5173	102.776	15.1195	103.119	15.4967	1.11708	-0.508169
104.114	15.2477	1.01865	2.15326	104.114	15.2708	104.244	15.0064	1.19469	-0.498349
104.051	15.2373	0.884844	2.13191	103.905	14.7607	104.244	15.0064	1.19469	-0.498349
105.535	14.4694	2.06349	-3.55701	105.541	14.4412	105.447	14.5293	1.28111	-0.481861
105.427	14.4549	1.7963	-3.5955	105.316	14.0026	105.447	14.5293	1.28111	-0.481861
106.835	14.0175	1.03441	2.60062	106.831	14.0482	106.737	14.0724	1.37529	-0.457255
106.791	14.0128	0.976486	2.59382	106.439	14.2401	106.737	14.0724	1.37529	-0.457255
108.081	13.6888	1.58788	-3.13118	108.084	13.6604	108.122	13.644	1.47592	-0.423202
108.142	13.6955	1.7615	-3.10933	108.131	13.6844	108.122	13.644	1.47592	-0.423202
109.538	13.5426	1.04343	2.69104	109.534	13.5714	109.606	13.2536	1.58144	-0.378583
109.527	13.541	1.05082	2.69035	109.388	13.1556	109.606	13.2536	1.58144	-0.378583
111.058	12.6165	1.99269	-4.40182	111.063	12.5814	111.196	12.9118	1.69008	-0.322574
111.136	12.6259	2.14338	-4.38348	111.426	12.9557	111.196	12.9118	1.69008	-0.322574
112.916	12.4469	1.4325	3.86552	112.913	12.4877	112.893	12.6299	1.7999	-0.254723
112.89	12.4445	1.36824	3.85973	112.797	12.8241	112.893	12.6299	1.7999	-0.254723
114.796	12.5867	2.42537	-3.43365	114.801	12.5506	114.699	12.4195	1.90891	-0.175007
114.765	12.5838	2.31676	-3.44578	114.916	12.3187	114.699	12.4195	1.90891	-0.175007
116.691	12.075	1.547	2.3162	116.687	12.1035	116.611	12.2921	2.01507	-0.0838683
116.772	12.0839	1.75519	2.33768	116.871	12.0659	116.611	12.2921	2.01507	-0.0838683
118.949	12.0242	2.58451	-2.36554	118.953	12.0009	118.628	12.2586	2.11648	0.0177712
118.902	12.0207	2.45802	-2.37674	118.85	12.4063	118.628	12.2586	2.11648	0.0177712
120.702	12.2663	1.15688	2.76735	120.695	12.2918	120.743	12.3289	2.21139	0.128528
120.86	12.2838	1.58545	2.81161	120.934	12.1905	120.743	12.3289	2.21139	0.128528
123.557	12.8515	3.78493	-1.589	123.568	12.8297	122.95	12.5114	2.29835	0.246599
123.271	12.8237	3.014	-1.66882	123.142	12.7694	122.95	12.5114	2.29835	0.246599
124.907	12.7587	0.286041	1.47525	124.894	12.7743	125.242	12.8125	2.37624	0.369827
125.353	12.8071	1.51986	1.60117	125.376	12.9964	125.242	12.8125	2.37624	0.369827
127.844	13.3377	3.44233	-0.49748	127.853	13.3273	127.609	13.2365	2.44434	0.495787
127.647	13.3175	2.92732	-0.55258	127.506	13.153	127.609	13.2365	2.44434	0.495787
129.953	13.6873	1.6973	1.25597	129.947	13.6963	130.042	13.7853	2.50232	0.621879
130.106	13.7039	2.07735	1.29584	130.334	13.781	130.042	13.7853	2.50232	0.621879
132.093	14.5118	1.89594	0.338061	132.092	14.507	132.53	14.458	2.55028	0.74543
132.258	14.5296	2.32187	0.385831	132.447	14.3423	132.53	14.458	2.55028	0.74543
135.069	15.0462	3.29203	0.64351	135.074	15.0475	135.066	15.2513	2.58865	0.863795
134.932	15.0303	2.88192	0.598273	135.127	14.6575	135.066	15.2513	2.58865	0.863795
137.563	16.2091	2.38507	1.73674	137.561	16.2147	137.639	16.1592	2.61821	0.974442
137.635	16.2182	2.57416	1.76102	137.653	16.5145	137.639	16.1592	2.61821	0.974442
140.33	17.0174	2.81235	-0.126042	140.331	17.008	140.242	17.1733	2.63994	1.07503
140.351	17.0205	2.86592	-0.118488	140.305	17.5379	140.242	17.1733	2.63994	1.07503
142.892	17.9813	2.22425	1.99868	142.888	17.9918	142.868	18.2829	2.65497	1.16346
142.929	17.9869	2.38277	2.02142	142.626	18.1458	142.868	18.2829	2.65497	1.16346
145.391	19.1698	2.53885	0.37632	145.392	19.1617	145.51	19.4754	2.66445	1.23795
145.505	19.185	2.79625	0.410289	145.789	19.3785	145.51	19.4754	2.66445	1.23795
148.251	20.4669	2.69915	2.12039	148.251	20.4754	148.163	20.7364	2.66951	1.29702
148.209	20.4613	2.58019	2.10412	148.146	20.9376	148.163	20.7364	2.66951	1.29702
150.687	22.1186	2.37626	1.22692	150.686	22.1142	150.825	22.0502	2.67111	1.33953
150.756	22.1287	2.59762	1.25863	150.649	21.8148	150.825	22.0502	2.67111	1.33953
153.421	23.4899	2.7328	1.46011	153.422	23.4909	153.491	23.3999	2.66999	1.3647
153.394	23.4849	2.65853	1.44721	153.466	22.9115	153.491	23.3999	2.66999	1.3647
156.047	24.8096	2.64717	1.20675	156.047	24.8084	156.159	24.7682	2.66666	1.37208
156.018	24.8053	2.56182	1.19375	156.009	25.0678	156.159	24.7682	2.66666	1.37208
158.902	26.0305	3.19942	1.25646	158.905	26.0308	158.827	26.1372	2.66127	1.36157
158.856	26.0229	3.03676	1.22905	159.014	26.1903	158.827	26.1372	2.66127	1.36157
161.416	27.424	2.09246	1.5649	161.412	27.4256	161.493	27.4891	2.65371	1.33344
161.509	27.4404	2.33497	1.60696	161.529	27.8454	161.493	27.4891	2.65371	1.33344
163.627	28.771	1.9036	1.06374	163.625	28.7683	164.155	28.8064	2.64354	1.28825
163.832	28.8075	2.40083	1.15318	164.116	29.315	164.155	28.8064	2.64354	1.28825
166.822	30.2039	3.57033	1.63245	166.828	30.2062	166.809	30.0721	2.63006	1.22694
166.62	30.1662	2.99829	1.5279	166.748	29.7121	166.809	30.0721	2.63006	1.22694
169.102	31.3748	1.97421	0.899348	169.097	31.3717	169.452	31.2706	2.61238	1.15075
169.238	31.3996	2.35633	0.970269	169.345	30.7063	169.452	31.2706	2.61238	1.15075
172.17	32.3407	3.49615	0.915056	172.175	32.3404	172.079	32.3873	2.58945	1.06126
172.031	32.3148	3.07725	0.837464	172.135	32.6666	172.079	32.3873	2.58945	1.06126
174.648	33.4595	2.16524	1.43884	174.643	33.4625	174.685	33.4095	2.56021	0.960341
174.677	33.4658	2.27021	1.46032	174.474	33.9157	174.685	33.4095	2.56021	0.960341
177.029	34.2079	2.42972	0.0510876	177.03	34.2009	177.261	34.3262	2.52363	0.850119
177.064	34.2143	2.51124	0.0661402	177.211	33.8467	177.261	34.3262	2.52363	0.850119
180.14	35.134	3.6338	1.74356	180.145	35.1423	179.799	35.1289	2.47883	0.732949
179.822	35.0715	2.7861	1.57619	179.543	35.4767	179.799	35.1289	2.47883	0.732949
182.6	35.7616	2.76583	-0.162948	182.599	35.753	182.292	35.8114	2.42515	0.611338
182.501	35.7428	2.55863	-0.202561	182.047	36.2626	182.292	35.8114	2.42515	0.611338
184.735	36.5061	1.91922	1.6918	184.732	36.5155	184.73	36.37	2.36226	0.487877
184.737	36.5062	1.9191	1.69121	184.833	36.1451	184.73	36.37	2.36226	0.487877
186.944	36.9525	2.48408	-0.750857	186.946	36.9404	187.103	36.804	2.29017	0.365145
187.007	36.9651	2.60795	-0.726445	187.296	36.9375	187.103	36.804	2.29017	0.365145
189.467	37.3939	2.3177	1.54035	189.465	37.4052	189.401	37.1147	2.20928	0.245623
189.426	37.3854	2.16163	1.50806	189.738	36.951	189.401	37.1147	2.20928	0.245623
191.734	37.5759	2.4458	-1.07732	191.735	37.5631	191.615	37.3064	2.12037	0.131591
191.701	37.5691	2.37377	-1.09192	191.682	37.1147	191.615	37.3064	2.12037	0.131591
193.477	37.2712	1.19274	0.464151	193.471	37.2789	193.738	37.3853	2.02462	0.0250452
193.617	37.2982	1.58839	0.541076	193.555	37.4234	193.738	37.3853	2.02462	0.0250452
195.984	37.4033	3.13035	-0.31166	195.991	37.3991	195.762	37.3598	1.92349	-0.072386
195.706	37.351	2.39036	-0.451009	195.507	37.4891	195.762	37.3598	1.92349	-0.072386
197.728	37.7206	1.66323	1.15811	197.725	37.7285	197.683	37.2395	1.81869	-0.159495
197.704	37.7159	1.63549	1.1525	197.582	37.303	197.683	37.2395	1.81869	-0.159495
199.295	37.3014	1.53957	-1.92307	199.294	37.2862	199.497	37.0353	1.71212	-0.235529
199.38	37.3169	1.77971	-1.87928	199.356	37.3527	199.497	37.0353	1.71212	-0.235529
201.545	36.9823	2.55034	1.15381	201.549	36.9973	201.203	36.7587	1.6057	-0.300201
201.264	36.9306	1.81006	1.01749	200.932	37.4694	201.203	36.7587	1.6057	-0.300201
202.964	36.4712	1.58626	-1.88147	202.962	36.4568	202.801	36.4212	1.50137	-0.353671
202.948	36.4688	1.57351	-1.8831	202.65	37.2445	202.801	36.4212	1.50137	-0.353671
203.996	36.1812	0.536819	1.24629	203.991	36.1967	204.294	36.0343	1.40095	-0.396497
204.099	36.2001	0.877954	1.3082	203.809	36.2941	204.294	36.0343	1.40095	-0.396497
